Year,Month,Date,Day,Temps_min,Temps_max,Rain,Evap,Sun_hours,Max_wind_dir,Max_wind_spd,Max_wind_time,Temp_at_9am,RH_at_9am,CLD_at_9am,Wind_dir_at_9am,Wind_spd_at_9am,MSLP_at_9am,Temp_at_3pm,RH_at_3pm,CLD_at_3pm,Wind_dir_at_3pm,Wind_spd_at_3pm,MSLP_at_3pm
2016,8,15,Mo,8.9,19.6,0,3.2,10.1,NE,30,15:51,12,72,1,WNW,17,1032.7,19.2,54,1,NE,17,1029.7
2016,8,16,Tu,9.8,20.3,0,4,10.5,ENE,24,12:38,12.8,75,0,W,13,1031,19.6,59,0,ENE,19,1025.8
2016,8,17,We,10.6,24.2,0,3.8,10.2,ENE,24,16:17,14.2,63,1,W,15,1026.3,22.7,35,6,ENE,11,1022.1
2016,8,18,Th,11.6,22.9,0,4.6,10.5,N,31,22:44,14.2,62,1,W,15,1024.5,20.7,40,1,ENE,19,1020.7
2016,8,19,Fr,11.2,24.3,0,,10,NNE,48,13:25,14.2,66,0,W,11,1020.1,22.4,37,6,NNW,24,1013.9
2016,8,20,Sa,11,17.9,0.4,6.6,10.7,WSW,59,0:07,13.2,51,1,W,19,1015.3,15.7,35,3,WSW,22,1013.8
2016,8,21,Su,8.2,20.4,0,5.2,10.7,W,39,10:28,12.5,48,1,W,24,1019.8,19.9,32,1,WNW,9,1016.4
2016,8,22,Mo,9.5,13.8,0,3,0.2,W,35,14:49,11.4,66,7,WNW,15,1016.8,12.2,67,7,W,24,1015
2016,8,23,Tu,8.5,18.4,1.8,0.6,6.8,SSE,37,13:38,11.9,69,1,WNW,19,1014.4,15.4,57,7,SSW,20,1013.5
2016,8,24,We,11.8,14.7,2.4,3.2,0,S,43,20:06,13.4,79,8,SSE,11,1013.3,13.7,90,8,ESE,9,1007.5
2016,8,25,Th,9,17.3,52.8,5.2,6.7,W,48,12:05,11.4,67,7,SW,22,1010.2,15.7,48,3,S,15,1010.6
2016,8,26,Fr,7.3,17.3,0,4.6,7.8,W,43,7:35,10.4,57,7,W,20,1018.7,16.4,50,7,S,20,1017.6
2016,8,27,Sa,7.4,19.9,1.4,2.8,10.7,W,33,5:25,11.3,57,1,W,24,1023.6,17.7,45,1,ENE,15,1020.3
2016,8,28,Su,8.4,20.5,0,3.8,10.7,W,33,4:29,12.2,50,1,W,22,1022.9,18,36,2,ESE,17,1020.9
2016,8,29,Mo,8.4,19.6,0,4,6.1,W,22,1:21,12.9,57,7,W,17,1027.4,18.1,38,7,W,9,1025
2016,8,30,Tu,10.7,19.9,0,3.2,4.4,NNE,31,18:04,13.8,71,7,W,17,1026.9,19.6,62,6,ENE,15,1023.1
2016,8,31,We,13.6,23.6,0,,2.3,NNW,54,13:39,18.8,61,7,N,20,1018.7,21.2,53,7,NNW,39,1013.9
